ab,about,0.56666666,above,0.3,able,0.1,
go,going,0.41666666,go,0.3611111,good,0.25,
the,the,1.6788322,they,0.41240877,them,0.18248175,
mer,merry,0.972973,merely,0.027027028,merrily,0.027027028,
fro,frodo,0.4909091,from,0.43636364,front,0.07272727,
gr,great,0.23214285,ground,0.21428572,grass,0.17857143,
gol,goldberry,0.6,golden,0.4,
sam,sam,Infinity,
